method p l int.effect mode strategy n power
matern_1.5 1 1.5 0 gmpml erm 100 0.02
matern_1.5 1 1.5 0 loocv exp 100 0.03
matern_1.5 1 1.5 0 loocv average 100 0.01
matern_1.5 1 1.5 0 loocv erm 100 0.01
matern_1.5 1 1.5 0.1 AICc exp 100 0.57
matern_1.5 1 1.5 0.1 AICc average 100 0.59
matern_1.5 1 1.5 0.1 AICc erm 100 0.695
matern_1.5 1 1.5 0.1 GCVc exp 100 0.655
matern_1.5 1 1.5 0.1 GCVc average 100 0.615
matern_1.5 1 1.5 0.1 GCVc erm 100 0.6
matern_1.5 1 1.5 0.1 gmpml exp 100 0.615
matern_1.5 1 1.5 0.1 gmpml average 100 0.605
matern_1.5 1 1.5 0.1 gmpml erm 100 0.595
matern_1.5 1 1.5 0.1 loocv exp 100 0.65
matern_1.5 1 1.5 0.1 loocv average 100 0.61
matern_1.5 1 1.5 0.1 loocv erm 100 0.695
matern_1.5 1 1.5 0.2 AICc exp 100 0.725
matern_1.5 1 1.5 0.2 AICc average 100 0.735
matern_1.5 1 1.5 0.2 AICc erm 100 0.735
matern_1.5 1 1.5 0.2 GCVc exp 100 0.785
matern_1.5 1 1.5 0.2 GCVc average 100 0.78
matern_1.5 1 1.5 0.2 GCVc erm 100 0.81
matern_1.5 1 1.5 0.2 gmpml exp 100 0.78
matern_1.5 1 1.5 0.2 gmpml average 100 0.805
matern_1.5 1 1.5 0.2 gmpml erm 100 0.81
matern_1.5 1 1.5 0.2 loocv exp 100 0.8
matern_1.5 1 1.5 0.2 loocv average 100 0.775
matern_1.5 1 1.5 0.2 loocv erm 100 0.77
matern_1.5 1 1.5 0.3 AICc exp 100 0.76
matern_1.5 1 1.5 0.3 AICc average 100 0.76
matern_1.5 1 1.5 0.3 AICc erm 100 0.805
matern_1.5 1 1.5 0.3 GCVc exp 100 0.825
matern_1.5 1 1.5 0.3 GCVc average 100 0.825
matern_1.5 1 1.5 0.3 GCVc erm 100 0.765
matern_1.5 1 1.5 0.3 gmpml exp 100 0.78
matern_1.5 1 1.5 0.3 gmpml average 100 0.83
matern_1.5 1 1.5 0.3 gmpml erm 100 0.765
matern_1.5 1 1.5 0.3 loocv exp 100 0.835
matern_1.5 1 1.5 0.3 loocv average 100 0.83
matern_1.5 1 1.5 0.3 loocv erm 100 0.75
matern_2.5 2 0.5 0 AICc exp 100 0.085
matern_2.5 2 0.5 0 AICc average 100 0.07
matern_2.5 2 0.5 0 AICc erm 100 0.045
matern_2.5 2 0.5 0 GCVc exp 100 0.075
matern_2.5 2 0.5 0 GCVc average 100 0.06
matern_2.5 2 0.5 0 GCVc erm 100 0.005
matern_2.5 2 0.5 0 gmpml exp 100 0.045
matern_2.5 2 0.5 0 gmpml average 100 0.04
matern_2.5 2 0.5 0 gmpml erm 100 0.005
matern_2.5 2 0.5 0 loocv exp 100 0.025
matern_2.5 2 0.5 0 loocv average 100 0.045
matern_2.5 2 0.5 0 loocv erm 100 0
matern_2.5 2 0.5 0.1 AICc exp 100 0.06
matern_2.5 2 0.5 0.1 AICc average 100 0.065
matern_2.5 2 0.5 0.1 AICc erm 100 0.05
matern_2.5 2 0.5 0.1 GCVc exp 100 0.035
matern_2.5 2 0.5 0.1 GCVc average 100 0.06
matern_2.5 2 0.5 0.1 GCVc erm 100 0.035
matern_2.5 2 0.5 0.1 gmpml exp 100 0.035
matern_2.5 2 0.5 0.1 gmpml average 100 0.035
matern_2.5 2 0.5 0.1 gmpml erm 100 0.02
