V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
polynomial,2,1,0.8,gmpml,avg,4,0.06,0.05,148.4132,1,3.2214,4.1171,1.2441,1.3518,0.9396
polynomial,2,1,0.9,gmpml,avg,4,0.045,0.055,1,1,3.8952,4.1196,1.2324,1.3387,0.9456
polynomial,2,1,1,gmpml,avg,4,0.03,0.035,148.4132,1,2.9264,4.1331,1.2369,1.3223,0.9494
polynomial,2,1,0,gmpml,exp,4,0.075,0.075,1.6487,1,3.2712,4.1568,1.2171,1.361,0.9244
polynomial,2,1,0.05,gmpml,exp,4,0.06,0.06,148.4132,1,3.0143,4.1417,1.2301,1.3426,0.9402
polynomial,2,1,0.1,gmpml,exp,4,0.03,0.04,148.4132,1,2.9214,4.1338,1.2378,1.3778,0.927
polynomial,2,1,0.15,gmpml,exp,4,0.06,0.055,148.4132,1,3.2808,4.1298,1.235,1.3403,0.9424
polynomial,2,1,0.2,gmpml,exp,4,0.03,0.03,148.4132,1,3.0265,4.1343,1.2353,1.3348,0.945
polynomial,2,1,0.25,gmpml,exp,4,0.04,0.05,148.4132,1,3.0994,4.1588,1.218,1.3297,0.9409
polynomial,2,1,0.3,gmpml,exp,4,0.015,0.015,148.4132,1,2.9188,4.1337,1.2355,1.3472,0.9426
polynomial,2,1,0.4,gmpml,exp,4,0.035,0.045,148.4132,1,2.9152,4.1315,1.2399,1.3549,0.9571
polynomial,2,1,0.5,gmpml,exp,4,0.035,0.035,148.4132,1,3.3124,4.1517,1.2186,1.3439,0.9348
polynomial,2,1,0.6,gmpml,exp,4,0.045,0.04,148.4132,1,2.7236,4.1208,1.2459,1.3406,0.9518
polynomial,2,1,0.7,gmpml,exp,4,0.03,0.045,148.4132,1,3.097,4.1458,1.2285,1.3364,0.9391
polynomial,2,1,0.8,gmpml,exp,4,0.03,0.03,1.6487,1,3.4097,4.13,1.2351,1.351,0.9432
polynomial,2,1,0.9,gmpml,exp,4,0.055,0.04,148.4132,1,2.9796,4.139,1.233,1.3305,0.9437
polynomial,2,1,1,gmpml,exp,4,0.045,0.04,1.6487,1,3.1656,4.1316,1.234,1.3465,0.9343
polynomial,2,1,0,gmpml,erm,4,0.03,0.035,148.4132,1,2.6672,4.1395,1.2358,1.5096,0.8864
polynomial,2,1,0.05,gmpml,erm,4,0.055,0.05,148.4132,1,2.7277,4.1051,1.2562,1.4668,0.9106
polynomial,2,1,0.1,gmpml,erm,4,0.025,0.025,148.4132,1,2.7373,4.1224,1.2467,1.5072,0.8968
polynomial,2,1,0.15,gmpml,erm,4,0.04,0.045,5.0537,1,3.1382,4.1463,1.2236,1.4745,0.882
polynomial,2,1,0.2,gmpml,erm,4,0.04,0.04,76.4474,1,2.8414,4.1207,1.2442,1.5037,0.8844
polynomial,2,1,0.25,gmpml,erm,4,0.08,0.075,148.4132,1,2.604,4.1195,1.2486,1.6572,0.9077
polynomial,2,1,0.3,gmpml,erm,4,0.04,0.04,1,1,3.3192,4.122,1.237,1.5154,0.8809
polynomial,2,1,0.4,gmpml,erm,4,0.055,0.045,148.4132,1,3.0236,4.1141,1.2471,1.5332,0.8934
polynomial,2,1,0.5,gmpml,erm,4,0.05,0.05,148.4132,1,3.0164,4.1304,1.2365,1.533,0.8869
polynomial,2,1,0.6,gmpml,erm,4,0.06,0.065,148.4132,1,2.8298,4.1328,1.2373,1.5398,0.885
polynomial,2,1,0.7,gmpml,erm,4,0.075,0.065,148.4132,1,2.755,4.1366,1.2369,1.459,0.8982
polynomial,2,1,0.8,gmpml,erm,4,0.04,0.05,148.4132,1,2.8313,4.1264,1.2474,1.525,0.8867
polynomial,2,1,0.9,gmpml,erm,4,0.05,0.05,148.4132,1,2.9483,4.1352,1.2341,1.5448,0.8788
polynomial,2,1,1,gmpml,erm,4,0.06,0.05,148.4132,1,3.0133,4.1342,1.2357,1.4952,0.8949
polynomial,2,1,0,loocv,avg,4,0.025,0.02,0.3679,1,4.993,4.1419,1.2033,1.4946,0.8884
polynomial,2,1,0.05,loocv,avg,4,0.06,0.065,0.2231,1,4.9329,4.1588,1.1929,1.5191,0.8816
polynomial,2,1,0.1,loocv,avg,4,0.03,0.025,0.2231,1,5.007,4.1059,1.2279,1.3965,0.9091
polynomial,2,1,0.15,loocv,avg,4,0.045,0.04,0.2231,1,4.3369,4.1112,1.2314,1.3578,0.9275
polynomial,2,1,0.2,loocv,avg,4,0.055,0.045,0.3679,1,4.1662,4.1229,1.2254,1.3587,0.9269
polynomial,2,1,0.25,loocv,avg,4,0.055,0.06,0.2231,1,4.9136,4.1315,1.21,1.4019,0.8978
polynomial,2,1,0.3,loocv,avg,4,0.045,0.05,0.3679,1,4.3023,4.1206,1.2262,1.3635,0.9212
polynomial,2,1,0.4,loocv,avg,4,0.025,0.03,0.3679,1,4.4001,4.1331,1.216,1.3546,0.9219
polynomial,2,1,0.5,loocv,avg,4,0.04,0.04,0.2231,1,5.2894,4.1222,1.2115,1.3947,0.9008
polynomial,2,1,0.6,loocv,avg,4,0.035,0.035,0.2231,1,5.5519,4.13,1.2031,1.3729,0.8992
polynomial,2,1,0.7,loocv,avg,4,0.06,0.065,0.2231,1,4.4195,4.1157,1.2302,1.3857,0.917
polynomial,2,1,0.8,loocv,avg,4,0.045,0.045,0.3679,1,5.1465,4.1318,1.2085,1.4195,0.884
polynomial,2,1,0.9,loocv,avg,4,0.05,0.04,0.2231,1,4.8044,4.1341,1.2107,1.38,0.9076
polynomial,2,1,1,loocv,avg,4,0.065,0.055,0.2231,1,5.2859,4.1302,1.2078,1.4371,0.8813
polynomial,2,1,0,loocv,exp,4,0.055,0.05,0.2231,1,5.0401,4.138,1.2068,1.4508,0.8885
polynomial,2,1,0.05,loocv,exp,4,0.04,0.04,0.2231,1,4.99,4.1272,1.214,1.3919,0.9022
polynomial,2,1,0.1,loocv,exp,4,0.045,0.055,0.2955,1,4.6489,4.1381,1.2094,1.3756,0.9114
polynomial,2,1,0.15,loocv,exp,4,0.045,0.05,0.3679,1,5.0469,4.1294,1.2093,1.3848,0.9097
polynomial,2,1,0.2,loocv,exp,4,0.06,0.05,0.2231,1,5.5386,4.1076,1.2172,1.4447,0.8837
polynomial,2,1,0.25,loocv,exp,4,0.02,0.025,0.2231,1,4.9237,4.1132,1.2222,1.4045,0.9052
polynomial,2,1,0.3,loocv,exp,4,0.055,0.06,0.3679,1,4.2316,4.1536,1.2083,1.3903,0.9016
polynomial,2,1,0.4,loocv,exp,4,0.045,0.045,0.2231,1,4.9984,4.1161,1.2198,1.4036,0.8997
polynomial,2,1,0.5,loocv,exp,4,0.04,0.03,0.2231,1,4.7058,4.0751,1.2542,1.4631,0.9161
polynomial,2,1,0.6,loocv,exp,4,0.035,0.035,0.3679,1,4.6534,4.1437,1.2075,1.4289,0.8769
polynomial,2,1,0.7,loocv,exp,4,0.04,0.045,0.2231,1,5.0509,4.1116,1.2228,1.4395,0.8967
polynomial,2,1,0.8,loocv,exp,4,0.05,0.045,0.3679,1,4.3235,4.104,1.2354,1.3856,0.9224
polynomial,2,1,0.9,loocv,exp,4,0.05,0.045,0.2231,1,4.8332,4.1017,1.2334,1.4135,0.9056
polynomial,2,1,1,loocv,exp,4,0.045,0.06,0.2231,1,4.9258,4.0736,1.2468,1.4946,0.9088
polynomial,2,1,0,loocv,erm,4,0.045,0.045,0.3679,1,4.4376,4.1015,1.2373,1.6728,0.8354
polynomial,2,1,0.05,loocv,erm,4,0.04,0.05,0.1353,1,6.3275,4.1105,1.2068,1.7952,0.7815
polynomial,2,1,0.1,loocv,erm,4,0.025,0.025,0.2231,1,4.6224,4.1389,1.2095,1.6393,0.828
polynomial,2,1,0.15,loocv,erm,4,0.06,0.06,0.2231,1,4.6113,4.1365,1.2117,1.6542,0.8127
polynomial,2,1,0.2,loocv,erm,4,0.05,0.05,0.2231,1,5.3737,4.1199,1.2117,1.8179,0.7807
polynomial,2,1,0.25,loocv,erm,4,0.04,0.035,0.3679,1,5.2557,4.144,1.1997,1.7323,0.825
polynomial,2,1,0.3,loocv,erm,4,0.03,0.04,0.2231,1,4.9715,4.1208,1.216,1.6184,0.8318
polynomial,2,1,0.4,loocv,erm,4,0.025,0.035,0.2231,1,4.7214,4.0807,1.2507,1.7031,0.8401
polynomial,2,1,0.5,loocv,erm,4,0.045,0.04,0.2231,1,4.7059,4.0997,1.2345,1.6371,0.8422
polynomial,2,1,0.6,loocv,erm,4,0.05,0.055,0.2231,1,5.2893,4.1167,1.2142,1.7321,0.8066
polynomial,2,1,0.7,loocv,erm,4,0.065,0.065,0.2955,1,4.4728,4.0891,1.2504,1.696,0.8566
polynomial,2,1,0.8,loocv,erm,4,0.08,0.085,0.2231,1,4.7963,4.1305,1.2133,1.7349,0.8035
polynomial,2,1,0.9,loocv,erm,4,0.035,0.055,0.2231,1,5.6391,4.1323,1.2013,1.6898,0.8128
polynomial,2,1,1,loocv,erm,4,0.04,0.045,0.2231,1,4.3255,4.1118,1.2299,1.6508,0.8396
polynomial,2,1,0,AIC,avg,5,0,0,0,1,98.7497,2.5057,0.0178,4.4941,0.004
polynomial,2,1,0.05,AIC,avg,5,0.005,0,0,1,98.3419,3.2896,0.0242,4.5473,0.0052
polynomial,2,1,0.1,AIC,avg,5,0,0,0,1,98.2791,2.9628,0.0247,4.4947,0.0053
polynomial,2,1,0.15,AIC,avg,5,0,0,0,1,98.4369,2.6091,0.0213,4.3966,0.0047
polynomial,2,1,0.2,AIC,avg,5,0,0,0,1,98.5621,3.3269,0.0202,4.5938,0.0042
polynomial,2,1,0.25,AIC,avg,5,0,0,0,1,98.5988,2.906,0.0218,4.5649,0.0044
polynomial,2,1,0.3,AIC,avg,5,0,0,0,1,98.944,2.7818,0.0153,4.5627,0.0033
polynomial,2,1,0.4,AIC,avg,5,0,0,0,1,98.8298,3.3983,0.0177,4.5873,0.0038
polynomial,2,1,0.5,AIC,avg,5,0.005,0,0,1,98.2565,3.2604,0.0253,4.4933,0.0054
polynomial,2,1,0.6,AIC,avg,5,0.005,0.0416666666666667,0,1,98.709,2.5918,0.0199,4.5314,0.0041
polynomial,2,1,0.7,AIC,avg,5,0,0,0,1,98.6608,2.6256,0.0194,4.6618,0.0042
polynomial,2,1,0.8,AIC,avg,5,0,0,0,1,98.5056,3.0712,0.0222,4.5809,0.0046
polynomial,2,1,0.9,AIC,avg,5,0,0,0,1,98.2473,2.6801,0.0257,4.5931,0.0052
polynomial,2,1,1,AIC,avg,5,0.005,0,0,1,98.143,3.2936,0.0268,4.6687,0.0057
polynomial,2,1,0,AIC,exp,5,0,0,0,1,95.1988,3.4229,0.0692,1.4958,0.042
