method p l int.effect mode strategy n power
matern_2.5 2 1 0.2 gmpml erm 100 0.27
matern_2.5 2 1 0.2 loocv average 100 0.265
matern_2.5 2 1 0.2 loocv erm 100 0.305
matern_2.5 2 1 0.3 AICc average 100 0.59
matern_2.5 2 1 0.3 AICc erm 100 0.555
matern_2.5 2 1 0.3 GCVc average 100 0.45
matern_2.5 2 1 0.3 GCVc erm 100 0.465
matern_2.5 2 1 0.3 gmpml average 100 0.38
matern_2.5 2 1 0.3 gmpml erm 100 0.41
matern_2.5 2 1 0.3 loocv average 100 0.4
matern_2.5 2 1 0.3 loocv erm 100 0.365
matern_2.5 2 1.5 0 AICc average 100 0.015
matern_2.5 2 1.5 0 AICc erm 100 0.02
matern_2.5 2 1.5 0 GCVc average 100 0.005
matern_2.5 2 1.5 0 GCVc erm 100 0.015
matern_2.5 2 1.5 0 gmpml average 100 0.03
matern_2.5 2 1.5 0 gmpml erm 100 0.05
matern_2.5 2 1.5 0 loocv average 100 0.05
matern_2.5 2 1.5 0 loocv erm 100 0.035
matern_2.5 2 1.5 0.1 AICc average 100 0.665
matern_2.5 2 1.5 0.1 AICc erm 100 0.655
matern_2.5 2 1.5 0.1 GCVc average 100 0.69
matern_2.5 2 1.5 0.1 GCVc erm 100 0.635
matern_2.5 2 1.5 0.1 gmpml average 100 0.645
matern_2.5 2 1.5 0.1 gmpml erm 100 0.685
matern_2.5 2 1.5 0.1 loocv average 100 0.635
matern_2.5 2 1.5 0.1 loocv erm 100 0.6
matern_2.5 2 1.5 0.2 AICc average 100 0.85
matern_2.5 2 1.5 0.2 AICc erm 100 0.91
matern_2.5 2 1.5 0.2 GCVc average 100 0.82
matern_2.5 2 1.5 0.2 GCVc erm 100 0.8
matern_2.5 2 1.5 0.2 gmpml average 100 0.83
matern_2.5 2 1.5 0.2 gmpml erm 100 0.845
matern_2.5 2 1.5 0.2 loocv average 100 0.675
matern_2.5 2 1.5 0.2 loocv erm 100 0.72
matern_2.5 2 1.5 0.3 AICc average 100 0.865
matern_2.5 2 1.5 0.3 AICc erm 100 0.86
matern_2.5 2 1.5 0.3 GCVc average 100 0.825
matern_2.5 2 1.5 0.3 GCVc erm 100 0.78
matern_2.5 2 1.5 0.3 gmpml average 100 0.81
matern_2.5 2 1.5 0.3 gmpml erm 100 0.84
matern_2.5 2 1.5 0.3 loocv average 100 0.715
matern_2.5 2 1.5 0.3 loocv erm 100 0.77
